
-------------------------------------
0p/2s
Item1: 1p/1s, Item2: 1p/1s, Exclusive: 3c/1c0a, Prob: 0.595, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 2
Item1: 1p/1s, Item2: 2p/0s, Exclusive: 0c/2c1a, Prob: 0.589, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 1, Desired Suffixes: 1
Item1: 0p/1s, Item2: 2p/0s, Exclusive: 3c/1c2a, Prob: 0.585, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 2, Desired Suffixes: 1
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 3c/1c2a, Prob: 0.585, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 2, Desired Suffixes: 1
Item1: 0p/1s, Item2: 2p/0s, Exclusive: 3c/1c1a, Prob: 0.5175, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 2, Desired Suffixes: 1
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 3c/1c1a, Prob: 0.5175, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 2, Desired Suffixes: 1
Item1: 1p/1s, Item2: 2p/0s, Exclusive: 0c/2c0a, Prob: 0.5022, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 0p/1s, Item2: 2p/0s, Exclusive: 2c/2c1a, Prob: 0.4925, Annul Prob: 0.4444, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 2, Desired Suffixes: 1
Item1: 0p/2s, Item2: 2p/0s, Exclusive: 2c/2c2a, Prob: 0.4925, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 2, Desired Suffixes: 2
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 2c/2c1a, Prob: 0.4925, Annul Prob: 0.4444, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 2, Desired Suffixes: 1
Item1: 0p/1s, Item2: 2p/0s, Exclusive: 3c/1c0a, Prob: 0.45, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 3c/1c0a, Prob: 0.45, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 0p/1s, Item2: 2p/0s, Exclusive: 2c/2c0a, Prob: 0.434, Annul Prob: 0.4444, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 2c/2c0a, Prob: 0.434, Annul Prob: 0.4444, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 0p/1s, Item2: 2p/0s, Exclusive: 2c/1c2a, Prob: 0.425, Annul Prob: 0.4444, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 2, Desired Suffixes: 1
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 2c/1c2a, Prob: 0.425, Annul Prob: 0.4444, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 2, Desired Suffixes: 1
Item1: 0p/2s, Item2: 2p/0s, Exclusive: 2c/0c2a, Prob: 0.3575, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 2, Desired Suffixes: 2
Item1: 1p/1s, Item2: 1p/1s, Exclusive: 2c/0c2a, Prob: 0.3575, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 2, Desired Suffixes: 2
Item1: 0p/1s, Item2: 2p/0s, Exclusive: 2c/0c0a, Prob: 0.3569, Annul Prob: 0.4444, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 2c/0c0a, Prob: 0.3569, Annul Prob: 0.2593, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 0p/1s, Item2: 2p/0s, Exclusive: 0c/2c2a, Prob: 0.33, Annul Prob: 0.2593, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 1, Desired Suffixes: 1
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 0c/2c2a, Prob: 0.33, Annul Prob: 0.2593, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 1, Desired Suffixes: 1
Item1: 1p/1s, Item2: 1p/1s, Exclusive: 0c/2c1a, Prob: 0.33, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 1, Desired Suffixes: 2
Item1: 0p/1s, Item2: 2p/0s, Exclusive: 0c/2c1a, Prob: 0.3135, Annul Prob: 0.4444, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 1, Desired Suffixes: 1
Item1: 0p/1s, Item2: 2p/0s, Exclusive: 0c/1c2a, Prob: 0.3135, Annul Prob: 0.4444, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 1, Desired Suffixes: 1
Item1: 0p/2s, Item2: 2p/0s, Exclusive: 0c/1c1a, Prob: 0.3135, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 1, Desired Suffixes: 2
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 0c/2c1a, Prob: 0.3135, Annul Prob: 0.4444, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 1, Desired Suffixes: 1
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 0c/1c2a, Prob: 0.3135, Annul Prob: 0.4444, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 1, Desired Suffixes: 1
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 0c/2c0a, Prob: 0.2673, Annul Prob: 0.4444, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/0s, Item2: 1p/1s, Exclusive: 2c/0c1a, Prob: 0.2293, Annul Prob: 0.2593, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 2, Desired Suffixes: 1

-------------------------------------
3p/0s
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 3c/1c2a, Prob: 0.36, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 3c/1c1a, Prob: 0.36, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 3c/2c2a, Prob: 0.36, Annul Prob: 0.2593, Multimods: 2, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 3c/2c0a, Prob: 0.36, Annul Prob: 0.2593, Multimods: 2, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 3c/2c1a, Prob: 0.36, Annul Prob: 0.2593, Multimods: 2, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/1s, Item2: 2p/0s, Exclusive: 3c/1c0a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/1s, Item2: 2p/0s, Exclusive: 3c/1c1a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/1s, Item2: 2p/0s, Exclusive: 3c/1c2a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/1s, Item2: 2p/0s, Exclusive: 3c/2c0a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/1s, Item2: 2p/0s, Exclusive: 3c/2c1a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/1s, Item2: 2p/0s, Exclusive: 3c/2c2a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 2p/0s, Item2: 2p/0s, Exclusive: 2c/0c0a, Prob: 0.36, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 2p/0s, Item2: 2p/0s, Exclusive: 2c/0c2a, Prob: 0.36, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 2p/0s, Item2: 2p/0s, Exclusive: 2c/2c0a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 2p/0s, Item2: 2p/0s, Exclusive: 2c/1c1a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 2p/0s, Item2: 2p/0s, Exclusive: 2c/1c2a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 2p/0s, Item2: 2p/0s, Exclusive: 2c/3c2a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 2p/0s, Item2: 2p/0s, Exclusive: 2c/3c0a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 2p/0s, Item2: 2p/0s, Exclusive: 2c/3c1a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 2p/0s, Item2: 2p/0s, Exclusive: 0c/1c1a, Prob: 0.31, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 2c/0c0a, Prob: 0.285, Annul Prob: 0.2593, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 2c/0c2a, Prob: 0.285, Annul Prob: 0.2593, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 2c/2c0a, Prob: 0.285, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/1s, Item2: 2p/0s, Exclusive: 2c/0c0a, Prob: 0.285, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/1s, Item2: 2p/0s, Exclusive: 2c/0c1a, Prob: 0.285, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/1s, Item2: 2p/0s, Exclusive: 2c/0c2a, Prob: 0.285, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 1
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 2c/0c1a, Prob: 0.1681, Annul Prob: 0.2593, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 1c/0c0a, Prob: 0.155, Annul Prob: 0.4444, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 1c/1c1a, Prob: 0.155, Annul Prob: 0.4444, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 1c/0c2a, Prob: 0.155, Annul Prob: 0.4444, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 1c/2c0a, Prob: 0.155, Annul Prob: 0.4444, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 1c/2c1a, Prob: 0.155, Annul Prob: 0.4444, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 0
Item1: 1p/0s, Item2: 2p/0s, Exclusive: 1c/2c2a, Prob: 0.155, Annul Prob: 0.4444, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 0

-------------------------------------
1p/3s
Item1: 0p/3s, Item2: 1p/2s, Exclusive: 2c/0c0a, Prob: 0.4617, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 5
Item1: 0p/1s, Item2: 1p/2s, Exclusive: 4c/2c1a, Prob: 0.36, Annul Prob: 0.2593, Multimods: 2, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/1s, Exclusive: 4c/2c1a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/2s, Exclusive: 4c/2c0a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/2s, Item2: 2p/1s, Exclusive: 0c/3c0a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 2p/1s, Exclusive: 3c/3c0a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 2p/1s, Exclusive: 3c/2c1a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/3s, Item2: 2p/0s, Exclusive: 0c/3c0a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/3s, Item2: 2p/1s, Exclusive: 0c/2c0a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/3s, Item2: 3p/0s, Exclusive: 0c/3c0a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/1s, Item2: 1p/2s, Exclusive: 0c/3c0a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/1s, Item2: 1p/2s, Exclusive: 3c/1c2a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/1s, Item2: 1p/2s, Exclusive: 3c/3c0a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/1s, Item2: 1p/2s, Exclusive: 3c/2c1a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/2s, Item2: 1p/2s, Exclusive: 0c/2c0a, Prob: 0.36, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 1p/2s, Item2: 1p/2s, Exclusive: 3c/1c1a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 1p/2s, Item2: 1p/2s, Exclusive: 3c/2c0a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 1p/2s, Item2: 2p/1s, Exclusive: 2c/2c1a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/2s, Item2: 2p/1s, Exclusive: 0c/3c0a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/2s, Item2: 2p/1s, Exclusive: 2c/1c2a, Prob: 0.36, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/2s, Item2: 2p/1s, Exclusive: 2c/3c0a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/2s, Item2: 2p/1s, Exclusive: 3c/2c1a, Prob: 0.36, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/1s, Item2: 1p/2s, Exclusive: 3c/1c2a, Prob: 0.324, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/1s, Item2: 1p/2s, Exclusive: 3c/3c0a, Prob: 0.324, Annul Prob: 0.2593, Multimods: 2, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/1s, Exclusive: 3c/1c2a, Prob: 0.324, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/1s, Exclusive: 3c/3c0a, Prob: 0.324, Annul Prob: 0, Multimods: 2, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/2s, Exclusive: 3c/1c1a, Prob: 0.324, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/2s, Item2: 2p/1s, Exclusive: 2c/2c1a, Prob: 0.324, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 2p/1s, Exclusive: 2c/1c2a, Prob: 0.324, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/3s, Item2: 1p/1s, Exclusive: 3c/1c1a, Prob: 0.324, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/3s, Item2: 1p/2s, Exclusive: 3c/1c0a, Prob: 0.324, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 5
Item1: 0p/3s, Item2: 2p/0s, Exclusive: 2c/2c1a, Prob: 0.324, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/3s, Item2: 2p/1s, Exclusive: 2c/1c1a, Prob: 0.324, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/3s, Item2: 3p/0s, Exclusive: 1c/2c1a, Prob: 0.324, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/1s, Item2: 1p/2s, Exclusive: 2c/2c1a, Prob: 0.324, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/2s, Item2: 1p/2s, Exclusive: 2c/0c2a, Prob: 0.324, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 1p/2s, Item2: 1p/2s, Exclusive: 2c/2c0a, Prob: 0.324, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 1p/2s, Item2: 2p/1s, Exclusive: 1c/1c2a, Prob: 0.324, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/3s, Item2: 2p/1s, Exclusive: 0c/0c0a, Prob: 0.31, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/2s, Item2: 2p/1s, Exclusive: 0c/2c0a, Prob: 0.285, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/1s, Item2: 1p/2s, Exclusive: 0c/2c0a, Prob: 0.285, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/2s, Item2: 2p/1s, Exclusive: 0c/2c0a, Prob: 0.285, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/1s, Item2: 1p/2s, Exclusive: 0c/2c1a, Prob: 0.28, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 3, Desired Suffixes: 3
Item1: 0p/1s, Item2: 1p/2s, Exclusive: 3c/1c1a, Prob: 0.2565, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/1s, Exclusive: 3c/1c1a, Prob: 0.2565, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/2s, Exclusive: 3c/1c0a, Prob: 0.2565, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/2s, Item2: 2p/1s, Exclusive: 2c/0c2a, Prob: 0.2565, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/3s, Item2: 1p/0s, Exclusive: 3c/1c1a, Prob: 0.2565, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/3s, Item2: 1p/1s, Exclusive: 3c/1c0a, Prob: 0.2565, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/3s, Item2: 2p/1s, Exclusive: 2c/0c1a, Prob: 0.2565, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/3s, Item2: 3p/0s, Exclusive: 1c/1c1a, Prob: 0.2565, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/1s, Item2: 1p/2s, Exclusive: 2c/0c2a, Prob: 0.2565, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 1p/2s, Item2: 1p/2s, Exclusive: 2c/0c1a, Prob: 0.2565, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 1p/2s, Item2: 2p/1s, Exclusive: 1c/1c1a, Prob: 0.2565, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/2s, Exclusive: 2c/0c0a, Prob: 0.2511, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/3s, Item2: 1p/1s, Exclusive: 2c/0c0a, Prob: 0.2511, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/2s, Item2: 1p/2s, Exclusive: 2c/0c2a, Prob: 0.2232, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/3s, Item2: 1p/2s, Exclusive: 2c/0c1a, Prob: 0.2232, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 5
Item1: 0p/1s, Item2: 1p/2s, Exclusive: 0c/3c0a, Prob: 0.2124, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/1s, Exclusive: 0c/3c0a, Prob: 0.2124, Annul Prob: 0, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/3s, Item2: 1p/0s, Exclusive: 0c/3c0a, Prob: 0.2124, Annul Prob: 0.2593, Multimods: 1, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 2p/1s, Exclusive: 0c/1c1a, Prob: 0.19, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 3, Desired Suffixes: 3
Item1: 0p/3s, Item2: 2p/0s, Exclusive: 0c/1c1a, Prob: 0.19, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 3, Desired Suffixes: 3
Item1: 0p/1s, Item2: 1p/2s, Exclusive: 2c/0c2a, Prob: 0.1767, Annul Prob: 0.2593, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/1s, Exclusive: 2c/0c2a, Prob: 0.1767, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 2, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/2s, Exclusive: 2c/0c1a, Prob: 0.1767, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/3s, Item2: 1p/1s, Exclusive: 2c/0c1a, Prob: 0.1767, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 0, Desired Suffixes: 4
Item1: 0p/1s, Item2: 1p/2s, Exclusive: 0c/2c0a, Prob: 0.1681, Annul Prob: 0.2593, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/2s, Item2: 1p/1s, Exclusive: 0c/2c0a, Prob: 0.1681, Annul Prob: 0, Multimods: 0, Aspect Suffix Count: 0, Eldritch Annuls: 0, Desired Suffixes: 3
Item1: 0p/1s, Item2: 1p/2s, Exclusive: 0c/2c1a, Prob: 0.1652, Annul Prob: 0.2593, Multimods: 0, Aspect Suffix Count: 1, Eldritch Annuls: 3, Desired Suffixes: 3
